PT08.S1(CO),PT08.S2(NMHC),PT08.S4(NO2),T,RH,AH,Hour,DayOfWeek,NOx(GT)
1129.0,1028.0,1480.0,17.7,55.5,1.1127,15,4,352.0
961.0,765.0,1212.0,15.6,60.0,1.0594,0,5,217.0
1241.0,1135.0,1280.0,11.4,45.4,0.6113,10,2,600.0
894.0,524.0,1095.0,10.1,47.8,0.5913,3,0,141.0
1021.0,889.0,1405.0,29.5,19.8,0.8013,12,6,80.0
988.0,937.0,1543.0,23.5,32.2,0.922,0,5,98.0
1524.0,1350.0,2096.0,18.4,46.3,0.9734,9,1,256.0
1029.0,670.0,1223.0,23.1,41.3,1.1506,13,0,154.0
1155.0,1181.0,1850.0,24.3,47.8,1.4321,8,1,167.0
1189.0,797.0,1157.0,10.3,55.9,0.7014,0,5,312.0
1197.0,1012.0,1103.0,11.7,32.7,0.4472,18,6,607.0
1352.0,1137.0,1234.0,5.1,59.0,0.5248,1,4,610.0
855.0,578.0,855.0,5.7,54.3,0.5022,7,5,144.0
1093.0,789.0,1206.0,13.5,63.4,0.9755,1,6,241.0
1252.0,1369.0,2120.0,19.3,46.0,1.0185,8,0,248.0
1311.0,1147.0,1838.0,16.7,51.9,0.9788,8,5,166.0
869.0,554.0,1268.0,11.8,58.0,0.8026,5,2,28.0
929.0,825.0,1561.0,22.4,43.6,1.1637,9,0,115.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,23,2,242.0
962.0,940.0,1441.0,22.8,41.8,1.1417,12,4,209.0
966.0,737.0,1363.0,12.6,58.6,0.8529,3,6,141.0
1549.0,1553.0,1796.0,13.0,55.1,0.824,19,2,1148.0
795.0,606.0,1369.0,21.3,48.8,1.2189,6,6,25.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,21,4,159.0
1277.0,1292.0,1626.0,31.0,21.9,0.9708,10,3,590.0
1097.0,779.0,1565.0,15.5,67.4,1.178,12,6,141.0
1147.0,1043.0,1719.0,23.0,46.2,1.2815,23,4,152.0
722.0,671.0,737.0,14.3,18.4,0.2991,14,5,133.0
1134.0,863.0,1599.0,12.5,81.8,1.1838,1,5,120.0
1158.0,1052.0,1785.0,27.0,42.8,1.503,1,5,111.0
1065.0,1198.0,1852.0,35.3,18.8,1.0572,16,1,169.0
1112.0,1078.0,1028.0,11.9,18.6,0.2581,12,0,563.0
1352.0,1118.0,1524.0,14.6,72.1,1.1947,20,2,438.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,16,3,288.0
1406.0,1216.0,1772.0,29.6,36.7,1.4936,16,2,141.0
859.0,646.0,1376.0,23.7,56.2,1.6255,2,0,141.0
944.0,551.0,985.0,12.3,51.8,0.7384,7,6,98.0
881.0,624.0,1319.0,16.4,50.2,0.931,5,4,38.0
1218.0,1051.0,1689.0,30.3,23.3,0.9869,12,3,121.0
1187.0,1014.0,1315.0,24.2,26.5,0.7869,13,2,272.0
1076.0,770.0,1093.0,11.9,53.4,0.7414,1,4,195.0
970.0,677.0,931.0,21.1,23.7,0.5875,10,6,166.0
1434.0,1234.0,1520.0,14.6,41.0,0.6792,18,2,477.0
1112.0,1058.0,1695.0,27.3,40.7,1.4548,9,1,190.0
851.0,827.0,1449.0,20.2,42.5,0.9949,6,2,76.0
1494.0,1381.0,1677.0,18.4,38.8,0.8152,20,2,544.0
1426.0,1400.0,2102.0,19.9,45.0,1.0364,19,1,141.0
1059.0,1070.0,1401.0,32.6,9.2,0.4463,15,1,141.0
755.0,528.0,1234.0,19.6,59.1,1.3346,5,4,35.0
1010.0,650.0,1434.0,13.7,66.5,1.0393,5,6,141.0
1312.0,995.0,1488.0,16.8,69.0,1.3135,1,5,312.0
1606.0,1578.0,2205.0,19.4,66.5,1.4801,7,4,665.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,4,3,191.0
1413.0,1193.0,1598.0,13.1,70.3,1.0566,11,0,698.0
1144.0,826.0,1158.0,14.7,48.0,0.7977,0,3,221.0
848.0,530.0,901.0,9.1,52.4,0.6074,6,6,75.0
940.0,806.0,1392.0,16.2,76.9,1.4029,5,0,181.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,1,791.0
1112.0,791.0,1216.0,13.2,64.2,0.9706,2,6,218.0
1477.0,1471.0,2031.0,22.6,54.5,1.4737,12,1,624.0
1100.0,919.0,1072.0,0.6,65.0,0.4231,8,5,339.0
881.0,724.0,1277.0,14.8,79.7,1.3286,3,3,141.0
1001.0,799.0,1619.0,22.7,68.4,1.8627,23,3,67.0
1041.0,898.0,1595.0,13.4,65.2,0.9996,21,4,130.0
1546.0,1151.0,1874.0,18.5,43.8,0.9252,18,6,173.0
1038.0,906.0,1567.0,38.3,24.5,1.622,13,3,66.0
930.0,752.0,981.0,6.9,50.3,0.5029,1,4,141.0
986.0,937.0,1473.0,38.0,15.5,1.0119,15,4,114.0
889.0,665.0,1310.0,19.8,65.1,1.49,3,2,141.0
1235.0,1078.0,1265.0,7.6,65.3,0.6842,20,5,505.0
1042.0,936.0,1630.0,36.4,26.8,1.6038,18,2,84.0
1035.0,805.0,1022.0,3.5,68.8,0.5458,3,6,141.0
1091.0,1201.0,1834.0,33.1,24.3,1.2087,18,4,167.0
1166.0,981.0,993.0,8.0,36.0,0.3872,0,6,451.0
1126.0,957.0,1841.0,29.4,53.1,2.1362,9,3,122.0
1456.0,999.0,1714.0,15.7,58.6,1.0396,0,6,175.0
808.0,630.0,1256.0,15.2,45.5,0.783,4,6,30.0
976.0,568.0,1143.0,15.0,64.8,1.1007,5,2,78.0
1020.0,866.0,1554.0,17.6,49.7,0.9944,11,3,139.0
923.0,634.0,943.0,3.1,69.2,0.5337,5,6,123.0
892.0,579.0,1396.0,13.8,71.9,1.1312,5,6,141.0
1181.0,1121.0,1466.0,17.7,51.5,1.0315,16,1,356.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,14,2,141.0
1177.0,880.0,1552.0,10.9,76.4,0.9953,15,2,146.0
1030.0,988.0,1751.0,27.3,49.4,1.7602,22,5,84.0
1264.0,1016.0,1650.0,28.9,44.3,1.7392,14,5,186.0
843.0,712.0,1343.0,18.9,42.1,0.9081,8,5,77.0
1386.0,1228.0,1546.0,13.4,59.7,0.9142,17,1,531.0
1265.0,1221.0,1760.0,22.2,51.3,1.3543,10,4,141.0
731.0,686.0,1104.0,38.3,10.0,0.6591,16,6,141.0
1182.0,1175.0,1363.0,13.4,40.4,0.6178,20,1,461.0
1318.0,1226.0,1848.0,20.0,73.2,1.6965,21,6,521.0
893.0,767.0,1607.0,26.9,49.3,1.7196,2,3,36.0
1010.0,816.0,1567.0,34.0,26.4,1.3781,17,5,80.0
1282.0,1312.0,1671.0,12.9,68.8,1.0175,20,3,568.0
968.0,719.0,1388.0,19.2,42.3,0.9339,23,6,73.0
1310.0,1492.0,2194.0,19.9,46.5,1.071,7,2,427.0
851.0,718.0,1471.0,22.0,44.9,1.1699,21,0,57.0
1275.0,930.0,1024.0,5.3,50.7,0.4564,1,5,215.0
1066.0,813.0,1657.0,36.2,34.9,2.0578,12,2,63.0
1435.0,1271.0,1885.0,13.0,54.2,0.809,9,3,300.0
737.0,468.0,869.0,10.7,41.8,0.536,5,1,50.0
1126.0,822.0,1541.0,12.9,65.3,0.9688,6,0,141.0
856.0,734.0,853.0,12.5,24.0,0.3462,1,5,263.0
1044.0,832.0,1580.0,26.4,47.1,1.5947,2,3,50.0
842.0,597.0,1444.0,23.3,51.0,1.4346,5,6,21.0
1166.0,829.0,1338.0,16.3,65.2,1.1982,0,6,200.0
932.0,630.0,842.0,7.1,39.6,0.4001,22,0,147.0
1081.0,992.0,1680.0,20.2,47.2,1.1043,20,4,147.0
1485.0,1265.0,1647.0,9.5,62.6,0.7444,8,3,723.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,5,1,97.0
1267.0,883.0,1617.0,19.4,46.1,1.0249,12,6,103.0
821.0,766.0,1323.0,33.1,16.8,0.8391,14,5,48.0
1289.0,1037.0,1648.0,25.4,48.9,1.565,17,5,141.0
1467.0,1575.0,2460.0,24.9,43.3,1.3422,8,1,369.0
888.0,843.0,1438.0,26.1,28.3,0.9456,21,1,82.0
1003.0,901.0,1589.0,39.1,21.7,1.5031,15,2,141.0
997.0,955.0,1528.0,21.2,55.2,1.3699,21,3,214.0
1520.0,1604.0,2161.0,18.5,60.3,1.2706,19,0,141.0
1024.0,976.0,1386.0,16.3,53.3,0.9809,9,3,141.0
814.0,627.0,1351.0,19.6,45.3,1.0244,23,6,46.0
1503.0,1498.0,1749.0,8.9,67.4,0.7714,9,3,1132.0
1169.0,1163.0,1639.0,34.3,23.2,1.2326,16,0,280.0
820.0,620.0,1270.0,20.8,58.8,1.4305,2,1,141.0
1053.0,701.0,1323.0,15.1,44.6,0.7574,22,1,68.0
1056.0,1051.0,1758.0,27.5,32.6,1.176,21,3,163.0
1307.0,1248.0,1787.0,22.6,59.9,1.6246,10,4,316.0
992.0,731.0,1149.0,15.3,59.1,1.0191,2,2,170.0
811.0,651.0,1442.0,21.9,50.7,1.3138,5,4,35.0
1136.0,672.0,1333.0,10.7,60.0,0.7702,1,3,62.0
919.0,704.0,1603.0,24.4,65.0,1.9612,3,1,141.0
1148.0,1226.0,1126.0,9.1,19.2,0.2225,18,2,579.0
1339.0,1373.0,1797.0,21.6,43.3,1.1019,20,2,536.0
866.0,644.0,1218.0,24.5,38.5,1.1688,4,4,49.0
1184.0,1157.0,1685.0,18.2,71.4,1.4776,20,2,338.0
947.0,821.0,1302.0,21.5,42.6,1.0798,11,6,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,5,88.0
1210.0,1356.0,1786.0,16.3,27.5,0.5066,8,1,183.0
1111.0,825.0,1238.0,14.8,61.3,1.025,22,6,295.0
821.0,632.0,1302.0,24.4,29.6,0.8921,12,6,67.0
1209.0,1193.0,1737.0,19.8,39.5,0.9016,21,2,141.0
1312.0,998.0,1249.0,13.4,43.1,0.66,16,6,474.0
933.0,697.0,1403.0,14.8,57.7,0.9644,5,5,71.0
1342.0,1351.0,2201.0,23.7,50.5,1.4636,17,1,216.0
769.0,582.0,1306.0,20.6,55.1,1.3237,4,0,141.0
980.0,744.0,979.0,2.8,70.9,0.5383,4,6,174.0
1051.0,1061.0,1333.0,10.8,57.6,0.7473,17,2,574.0
873.0,592.0,869.0,4.5,53.8,0.4572,4,1,108.0
1060.0,925.0,1649.0,21.1,70.1,1.7366,0,3,339.0
949.0,640.0,909.0,2.3,63.5,0.463,5,2,167.0
1025.0,896.0,1693.0,29.9,44.7,1.8511,21,2,70.0
1383.0,1119.0,1415.0,13.2,51.4,0.776,20,5,550.0
1124.0,1309.0,1845.0,33.7,20.0,1.0275,18,3,236.0
865.0,494.0,1185.0,13.5,50.1,0.7706,7,0,39.0
952.0,742.0,1656.0,24.6,59.1,1.8013,5,2,49.0
1237.0,997.0,1688.0,29.2,27.0,1.081,15,5,97.0
1003.0,772.0,1008.0,6.8,58.0,0.5758,19,5,234.0
848.0,692.0,1412.0,25.5,35.7,1.1499,1,0,41.0
1231.0,1134.0,1572.0,14.6,74.2,1.2256,8,5,448.0
883.0,713.0,1351.0,17.7,70.3,1.4088,5,0,141.0
832.0,518.0,1061.0,15.2,63.2,1.0821,3,3,141.0
763.0,471.0,1098.0,12.5,50.9,0.7346,5,6,14.0
1198.0,943.0,1307.0,13.5,62.6,0.9644,22,5,371.0
1059.0,1047.0,1549.0,29.6,28.6,1.1628,13,6,178.0
1017.0,1057.0,1698.0,35.3,19.6,1.1036,14,1,122.0
860.0,497.0,912.0,4.2,75.9,0.6311,6,2,72.0
1479.0,1357.0,1937.0,22.5,57.0,1.5314,9,3,141.0
1110.0,996.0,1771.0,31.0,32.4,1.4294,10,6,121.0
1146.0,860.0,1181.0,5.2,83.9,0.7487,1,4,326.0
724.0,448.0,1256.0,19.1,50.7,1.109,4,0,12.0
1234.0,985.0,1572.0,30.2,22.6,0.9524,17,4,158.0
884.0,489.0,1278.0,16.0,54.0,0.9742,4,0,141.0
814.0,589.0,1246.0,20.8,55.9,1.3581,4,1,42.0
1167.0,838.0,1227.0,19.3,41.6,0.923,18,6,240.0
981.0,721.0,1059.0,5.1,81.3,0.7204,4,4,103.0
970.0,621.0,1249.0,11.0,58.4,0.7686,1,3,42.0
1243.0,1155.0,1473.0,15.1,49.6,0.8428,14,2,431.0
1141.0,898.0,1014.0,4.4,47.5,0.4017,2,2,320.0
984.0,795.0,1570.0,25.4,54.6,1.7483,0,5,63.0
937.0,715.0,995.0,8.7,51.1,0.5755,0,3,186.0
1109.0,1060.0,1091.0,10.9,25.7,0.3341,11,1,595.0
931.0,1032.0,1098.0,13.5,27.9,0.4287,17,0,403.0
1261.0,1258.0,1813.0,43.4,14.8,1.2882,17,3,179.0
1808.0,1312.0,1993.0,18.4,41.7,0.8732,19,6,261.0
874.0,623.0,847.0,2.8,55.2,0.4177,6,3,125.0
998.0,941.0,1442.0,18.2,55.9,1.1547,10,1,141.0
1361.0,1347.0,1456.0,8.3,49.3,0.5414,15,0,980.0
1378.0,1342.0,2076.0,19.8,47.9,1.092,19,3,204.0
815.0,670.0,1538.0,22.6,63.4,1.7136,6,5,44.0
892.0,672.0,1111.0,13.1,64.3,0.9628,23,6,146.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,18,0,80.0
1181.0,1078.0,1870.0,35.4,27.8,1.5733,11,1,159.0
1090.0,830.0,1125.0,7.1,73.9,0.7515,1,4,224.0
987.0,800.0,1462.0,15.5,57.1,0.996,23,2,86.0
1282.0,1075.0,1651.0,27.2,40.7,1.4481,15,3,141.0
988.0,673.0,1034.0,4.0,80.9,0.667,4,3,165.0
1094.0,1002.0,1536.0,26.5,35.7,1.2149,10,6,272.0
1113.0,978.0,1538.0,36.6,22.6,1.3664,18,5,141.0
1013.0,864.0,1544.0,40.5,23.3,1.7416,15,1,59.0
774.0,583.0,966.0,16.6,38.2,0.7186,10,6,98.0
989.0,906.0,1681.0,23.4,44.4,1.2646,20,5,118.0
1472.0,1361.0,1455.0,8.5,54.2,0.6054,21,0,884.0
1257.0,1006.0,1573.0,24.8,27.0,0.8325,14,5,141.0
1400.0,1227.0,1542.0,15.4,42.5,0.7379,10,4,558.0
1499.0,1291.0,1653.0,13.4,55.1,0.8444,8,3,541.0
901.0,631.0,915.0,3.7,65.9,0.5295,5,6,108.0
1319.0,1470.0,2276.0,22.4,46.6,1.247,8,4,316.0
1088.0,927.0,1196.0,6.0,76.7,0.722,7,1,494.0
1471.0,1265.0,1655.0,13.0,53.9,0.8036,9,1,485.0
951.0,953.0,1022.0,7.4,36.5,0.3778,10,1,460.0
859.0,573.0,1039.0,9.7,72.0,0.8649,10,6,98.0
934.0,766.0,1047.0,8.9,57.4,0.6575,10,0,269.0
943.0,816.0,1033.0,8.8,42.0,0.4773,9,3,141.0
1313.0,1231.0,1889.0,23.0,60.2,1.6652,9,0,141.0
1188.0,1007.0,1577.0,20.8,65.6,1.5898,22,5,141.0
861.0,750.0,1051.0,7.3,63.5,0.6519,18,6,148.0
925.0,602.0,1263.0,8.0,69.4,0.7459,4,4,45.0
832.0,719.0,1299.0,28.7,20.7,0.8024,12,6,52.0
939.0,751.0,984.0,5.7,54.5,0.5034,8,6,312.0
1366.0,1171.0,1933.0,24.5,39.4,1.1963,19,5,132.0
1034.0,845.0,1566.0,39.8,25.4,1.8213,16,1,67.0
1098.0,944.0,1772.0,28.2,51.1,1.9221,22,0,69.0
948.0,853.0,1283.0,17.4,47.6,0.9387,11,2,141.0
980.0,1008.0,1103.0,8.0,41.0,0.4416,19,0,341.0
831.0,727.0,1522.0,19.3,57.1,1.2661,3,3,141.0
976.0,780.0,1467.0,22.5,53.6,1.4422,6,5,141.0
989.0,814.0,1418.0,19.1,70.0,1.5331,2,5,146.0
1568.0,1280.0,1703.0,16.3,68.7,1.2596,15,5,741.0
1531.0,1558.0,2181.0,28.4,37.5,1.4251,17,0,141.0
877.0,618.0,830.0,3.1,48.1,0.3722,13,5,135.0
1141.0,904.0,1249.0,20.1,32.9,0.7672,14,0,226.0
953.0,801.0,1573.0,35.7,29.0,1.6716,11,4,83.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,8,3,763.0
793.0,480.0,745.0,1.9,49.7,0.3528,2,5,70.0
1195.0,992.0,1251.0,11.6,54.1,0.7387,11,5,387.0
1420.0,1183.0,1626.0,12.8,71.8,1.0551,10,0,592.0
1290.0,1253.0,1807.0,20.2,72.3,1.6893,17,4,371.0
1311.0,1170.0,1787.0,28.1,26.9,1.0094,13,2,119.0
1032.0,952.0,1025.0,5.9,44.7,0.4186,22,1,449.0
875.0,548.0,1049.0,11.5,67.4,0.9106,3,0,141.0
1063.0,859.0,1519.0,13.7,60.3,0.9405,0,6,141.0
1189.0,837.0,1204.0,14.6,51.6,0.8508,21,6,323.0
1193.0,1020.0,1340.0,12.1,61.5,0.8677,19,1,141.0
975.0,668.0,1020.0,4.2,79.1,0.6611,5,3,169.0
1140.0,856.0,1171.0,6.5,73.9,0.7224,23,5,258.0
1022.0,744.0,1210.0,16.5,59.2,1.1021,21,0,149.0
971.0,917.0,885.0,11.6,15.3,0.2086,17,2,397.0
1033.0,686.0,1420.0,11.9,74.8,1.038,4,4,63.0
906.0,786.0,1538.0,23.9,42.1,1.2335,11,0,95.0
1079.0,1020.0,1760.0,29.7,33.9,1.3874,21,0,89.0
1237.0,1239.0,1620.0,16.4,59.5,1.1017,18,0,387.0
1417.0,1303.0,1964.0,20.7,40.0,0.9639,9,4,244.0
1311.0,1286.0,1760.0,20.9,58.1,1.4193,13,1,141.0
954.0,807.0,1243.0,15.7,60.8,1.0769,22,4,208.0
1195.0,1072.0,1609.0,18.6,34.7,0.7369,18,2,141.0
820.0,536.0,777.0,11.9,35.6,0.4945,3,5,92.0
1316.0,952.0,1644.0,17.5,53.8,1.0648,23,5,141.0
969.0,607.0,1324.0,12.3,66.3,0.9487,6,4,56.0
812.0,521.0,1233.0,21.2,32.9,0.8178,3,1,141.0
1043.0,934.0,1707.0,31.4,31.2,1.4127,16,2,61.0
1062.0,902.0,1715.0,25.2,49.1,1.5546,7,5,69.0
911.0,719.0,1170.0,11.6,73.4,0.999,3,1,141.0
1033.0,810.0,1526.0,16.8,61.0,1.1599,11,5,141.0
978.0,635.0,1382.0,15.9,57.0,1.0224,1,1,36.0
1214.0,1153.0,1244.0,8.2,40.5,0.4414,11,0,721.0
1072.0,874.0,1033.0,10.8,37.1,0.4794,10,4,342.0
922.0,750.0,1585.0,18.6,75.7,1.6074,0,1,46.0
1393.0,1067.0,1654.0,24.3,28.3,0.8471,12,2,210.0
968.0,831.0,1425.0,20.0,63.1,1.4592,0,1,141.0
1030.0,828.0,1130.0,16.1,41.0,0.7435,8,4,313.0
1077.0,701.0,1122.0,9.8,68.0,0.8227,3,0,147.0
1010.0,801.0,944.0,5.5,42.6,0.3874,21,5,267.0
824.0,615.0,1336.0,22.4,59.9,1.6069,3,3,141.0
1075.0,782.0,1505.0,11.6,76.4,1.0415,5,4,97.0
947.0,752.0,1434.0,17.9,44.8,0.9104,9,6,141.0
823.0,631.0,1304.0,20.2,60.8,1.4243,5,0,69.0
1582.0,1539.0,2141.0,23.2,54.7,1.5349,10,4,693.0
1416.0,1283.0,1739.0,20.8,58.7,1.4259,17,5,474.0
882.0,766.0,815.0,1.9,35.0,0.2494,18,1,203.0
721.0,470.0,815.0,13.2,35.6,0.5375,4,4,42.0
1424.0,1090.0,1351.0,12.2,61.1,0.8652,14,5,507.0
993.0,604.0,1160.0,14.5,66.4,1.0919,4,2,85.0
1078.0,668.0,1109.0,19.9,36.6,0.8406,15,6,130.0
1348.0,1347.0,1903.0,36.9,17.9,1.096,18,2,348.0
1413.0,1424.0,2102.0,17.0,46.0,0.883,7,3,141.0
1214.0,1170.0,1963.0,37.8,24.4,1.5722,13,1,136.0
1081.0,1117.0,1668.0,35.7,19.8,1.1399,18,3,102.0
1264.0,1081.0,1323.0,25.9,21.9,0.7209,15,4,318.0
1218.0,1009.0,1486.0,19.7,51.8,1.1779,19,5,273.0
826.0,465.0,978.0,11.9,61.1,0.8527,5,0,50.0
1428.0,1288.0,1580.0,13.2,61.8,0.9313,19,1,487.0
1071.0,934.0,1504.0,22.5,53.7,1.4486,23,3,179.0
939.0,853.0,1528.0,31.7,26.4,1.2153,13,1,96.0
1060.0,784.0,1117.0,5.5,79.5,0.7238,12,3,314.0
1450.0,1322.0,1497.0,3.3,61.6,0.4829,8,2,877.0
1338.0,1208.0,1600.0,18.0,58.0,1.1901,14,3,469.0
1228.0,913.0,1124.0,7.8,50.0,0.53,2,6,293.0
968.0,840.0,1727.0,17.5,79.1,1.5709,2,6,47.0
792.0,611.0,1529.0,20.0,63.7,1.4742,5,2,22.0
1201.0,985.0,1252.0,18.8,31.5,0.6752,16,4,289.0
921.0,771.0,885.0,13.0,27.4,0.4085,16,0,162.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,0,653.0
1778.0,1805.0,2473.0,25.6,47.5,1.539,19,1,141.0
1341.0,1176.0,1825.0,22.9,33.8,0.9322,12,4,167.0
803.0,531.0,1318.0,13.8,63.2,0.9952,3,0,141.0
998.0,591.0,1147.0,12.8,71.2,1.0454,3,0,141.0
939.0,828.0,1486.0,37.8,18.5,1.1977,12,6,59.0
979.0,857.0,1546.0,19.8,46.8,1.0697,22,4,97.0
863.0,707.0,1407.0,25.0,47.3,1.4771,2,5,141.0
896.0,822.0,1391.0,37.9,15.0,0.9721,15,5,64.0
1008.0,861.0,991.0,6.6,44.1,0.4333,22,5,260.0
1073.0,867.0,1329.0,12.5,76.4,1.1021,7,3,336.0
1213.0,1274.0,1914.0,16.3,51.3,0.9416,7,4,141.0
1055.0,693.0,1203.0,24.7,35.6,1.0882,16,0,186.0
1463.0,1484.0,2011.0,21.1,66.1,1.6313,20,3,485.0
907.0,614.0,782.0,5.1,37.9,0.3358,23,6,150.0
930.0,784.0,1151.0,7.6,81.2,0.8483,4,3,174.0
922.0,859.0,1739.0,17.6,78.6,1.5722,3,6,141.0
973.0,827.0,888.0,9.4,27.3,0.3216,17,0,351.0
1258.0,1272.0,1804.0,19.3,70.8,1.5728,22,1,454.0
1242.0,944.0,1638.0,11.3,78.1,1.0411,13,2,149.0
973.0,828.0,1445.0,19.7,68.2,1.5484,2,6,146.0
1164.0,1076.0,1653.0,21.4,28.7,0.7231,14,2,141.0
1180.0,1031.0,1866.0,28.4,50.7,1.9329,9,0,163.0
1269.0,1247.0,1813.0,29.1,36.7,1.4543,11,2,415.0
1492.0,1233.0,1672.0,13.8,77.8,1.2201,10,5,699.0
1239.0,1045.0,1312.0,27.1,21.7,0.7636,14,3,312.0
833.0,708.0,1525.0,20.3,56.0,1.3204,5,2,54.0
1070.0,928.0,1112.0,7.0,48.1,0.4847,9,5,410.0
1316.0,1317.0,1860.0,17.1,72.8,1.4054,8,1,607.0
1165.0,852.0,1155.0,3.6,75.9,0.6055,11,3,438.0
1124.0,842.0,1418.0,7.2,63.9,0.65,8,5,98.0
978.0,873.0,1669.0,28.9,34.8,1.3603,12,2,80.0
911.0,769.0,1340.0,18.9,60.7,1.311,0,1,113.0
1021.0,959.0,1297.0,7.9,73.5,0.7883,9,2,332.0
1184.0,743.0,1369.0,15.2,81.4,1.393,10,6,208.0
964.0,697.0,1516.0,15.8,64.3,1.1416,5,0,61.0
1074.0,967.0,1201.0,3.5,80.3,0.6366,8,5,337.0
977.0,631.0,1120.0,12.4,66.2,0.95,7,6,113.0
987.0,820.0,1400.0,25.4,45.9,1.4684,2,5,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,6,2,141.0
1435.0,1140.0,1550.0,15.0,57.6,0.9777,20,5,425.0
834.0,596.0,1335.0,13.4,59.5,0.9097,5,3,141.0
849.0,552.0,812.0,3.1,51.0,0.3947,7,6,93.0
830.0,608.0,1370.0,18.6,52.3,1.1121,0,2,33.0
1051.0,815.0,1203.0,12.3,69.7,0.9954,3,2,141.0
1373.0,1213.0,1711.0,22.4,20.0,0.5352,13,1,200.0
1098.0,1105.0,1768.0,30.7,28.9,1.2501,20,0,139.0
1055.0,771.0,1030.0,5.1,65.4,0.5797,1,4,217.0
1261.0,1210.0,1769.0,30.9,19.1,0.8394,13,1,173.0
1041.0,706.0,1178.0,14.0,59.7,0.9491,9,6,140.0
1364.0,1205.0,1850.0,26.7,28.7,0.9895,11,2,196.0
962.0,778.0,1645.0,23.3,59.4,1.6753,2,3,35.0
1297.0,1019.0,1823.0,16.2,76.9,1.4051,0,4,137.0
1562.0,1458.0,1770.0,12.4,64.8,0.931,10,4,1056.0
882.0,826.0,910.0,7.9,36.4,0.3889,11,1,280.0
1184.0,983.0,1537.0,25.3,48.0,1.5249,15,6,230.0
1258.0,1052.0,1297.0,17.8,33.3,0.6741,13,4,354.0
1154.0,788.0,1065.0,5.1,65.9,0.5827,4,5,223.0
882.0,614.0,931.0,6.9,62.3,0.6227,3,0,141.0
1607.0,1290.0,1960.0,16.2,53.2,0.9723,21,3,264.0
942.0,912.0,1551.0,24.8,33.1,1.0222,16,0,144.0
949.0,754.0,1393.0,16.6,77.3,1.4491,22,3,141.0
1247.0,961.0,1569.0,23.8,56.1,1.6298,23,4,167.0
943.0,746.0,1374.0,19.3,68.1,1.5139,3,5,141.0
1386.0,1083.0,1833.0,11.9,73.7,1.0254,7,4,159.0
726.0,466.0,1066.0,14.3,58.4,0.9501,5,2,141.0
966.0,778.0,1359.0,16.4,40.8,0.7542,22,0,79.0
1031.0,748.0,1245.0,12.9,71.8,1.0657,6,1,188.0
1540.0,1498.0,2301.0,22.0,58.3,1.5199,7,1,141.0
1120.0,932.0,1301.0,14.6,65.9,1.088,12,1,238.0
1249.0,996.0,1198.0,14.5,33.4,0.5488,12,2,457.0
1083.0,1019.0,1720.0,25.7,46.1,1.5025,0,4,110.0
1522.0,1365.0,1526.0,10.2,53.1,0.6608,12,4,841.0
780.0,568.0,1331.0,19.9,51.3,1.1803,4,0,24.0
1070.0,1008.0,1649.0,26.0,43.6,1.4407,21,0,141.0
1058.0,833.0,1623.0,38.3,27.1,1.797,13,5,47.0
1511.0,1334.0,1804.0,13.1,70.2,1.0567,9,0,590.0
786.0,522.0,910.0,6.2,61.0,0.5824,4,2,97.0
697.0,455.0,698.0,5.6,37.6,0.3448,3,1,141.0
835.0,546.0,768.0,12.2,35.6,0.5038,2,5,102.0
1117.0,1118.0,1791.0,24.5,34.3,1.0407,9,5,184.0
1062.0,962.0,1674.0,26.2,39.7,1.3249,23,0,108.0
1102.0,1221.0,1136.0,10.7,19.9,0.2547,19,0,484.0
804.0,636.0,1321.0,31.8,22.3,1.0366,13,6,21.0
1102.0,1141.0,1594.0,17.9,57.8,1.1751,8,1,435.0
1232.0,1035.0,1296.0,5.8,81.3,0.7568,23,4,536.0
813.0,645.0,1530.0,21.9,67.1,1.7414,4,5,42.0
993.0,727.0,989.0,3.1,68.6,0.5302,6,5,194.0
998.0,718.0,1230.0,14.2,68.6,1.1068,1,3,134.0
1014.0,970.0,1684.0,34.7,22.6,1.2297,13,4,95.0
1441.0,1606.0,2568.0,25.5,43.1,1.3891,8,0,348.0
1105.0,984.0,1532.0,42.7,14.4,1.2092,16,2,97.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,0,3,314.0
1335.0,1137.0,1729.0,26.3,46.0,1.5478,14,2,141.0
1497.0,1171.0,1899.0,24.9,38.1,1.1838,18,5,147.0
913.0,734.0,1338.0,25.6,37.6,1.2131,5,6,141.0
1009.0,860.0,993.0,10.6,34.2,0.4375,16,0,287.0
926.0,868.0,1599.0,27.6,35.1,1.2764,15,5,80.0
897.0,581.0,1181.0,13.6,82.8,1.2845,3,1,141.0
